site_id,name,address,district,state,latitude,longitude,gis_accuracy
S664,Mahudi (Champaneri) Gate,Dabhoi,Vadodara,Gujarat,22.133617,73.4201,"approximate (area: Dabhoi, Vadodara)"
S665,Nandodi Gate,Dabhoi,Vadodara,Gujarat,22.133617,73.4201,"approximate (area: Dabhoi, Vadodara)"
S666,Saptamukhi Vav,Dabhoi,Vadodara,Gujarat,22.133617,73.4201,"approximate (area: Dabhoi, Vadodara)"
S667,Vadodara Gate,Dabhoi,Vadodara,Gujarat,22.133617,73.4201,"approximate (area: Dabhoi, Vadodara)"
S668,Hazira or Qutbuddin Mahmad Khan's Tomb,Danteshwar,Vadodara,Gujarat,22.276226,73.210791,"approximate (area: Danteshwar, Vadodara)"
S669,Ancient site of Sandhiyapura,Goraj,Vadodara,Gujarat,22.331336,73.475877,exact
S670,Ancient Site (Excavated),Kayavarohan,Vadodara,Gujarat,22.077897,73.249676,"approximate (area: Kayavarohan, Vadodara)"
S671,Gateway of Torana,Kayavarohan,Vadodara,Gujarat,22.077897,73.249676,"approximate (area: Kayavarohan, Vadodara)"
S672,Frescos on the walls of Bhau Tambekar’s Wada,Pratap Road,Vadodara,Gujarat,22.297314,73.194257,"approximate (district: Vadodara, Gujarat)"
S673,Historic Site S.No. 431 to 435,Vakota,Vadodara,Gujarat,22.297314,73.194257,"approximate (district: Vadodara, Gujarat)"
S674,Ancient site Gohilwad Timbo (Mound),Amreli,Amreli,Gujarat,21.600924,71.216801,"approximate (area: Amreli, Amreli)"
S675,Fresco on the wall of Kashivisvanath temple,Padar Singha,Amreli,Gujarat,21.417612,71.249609,"approximate (district: Amreli, Gujarat)"
S676,Ancient Site,Venivadar,Amreli,Gujarat,22.331336,73.475877,approximate (name matched in Gujarat)
S677,Ancient site / Mound,Sihor,Bhavnagar,Gujarat,21.720494,71.960559,"approximate (area: Sihor, Bhavnagar)"
S679,Jain temples,Talaja,Bhavnagar,Gujarat,21.526958,70.5231,approximate (name matched in Gujarat)
S680,Talaja Caves,Talaja,Bhavnagar,Gujarat,21.35541,72.032272,exact
S681,Ancient site / Mound,Vallabhipur,Bhavnagar,Gujarat,21.888591,71.878162,"approximate (area: Vallabhipur, Bhavnagar)"
S682,Temple of Rama Laxman,Baradia,Devbhumi Dwarka,Gujarat,22.247511,68.968244,"approximate (district: Devbhumi Dwarka, Gujarat)"
S683,Gadhi fortress & temple,Dhink,Devbhumi Dwarka,Gujarat,22.247511,68.968244,"approximate (district: Devbhumi Dwarka, Gujarat)"
S684,Magderu Temple,Dhrasanvel,Devbhumi Dwarka,Gujarat,22.289076,69.051527,exact
S685,Dwarkadhish Group of temples,Dwarka,Devbhumi Dwarka,Gujarat,22.250489,68.980147,"approximate (area: Dwarka, Devbhumi Dwarka)"
S686,Kshatrapa Inscriptions,Dwarka,Devbhumi Dwarka,Gujarat,22.250489,68.980147,"approximate (area: Dwarka, Devbhumi Dwarka)"
S687,Rukmani Temple,Dwarka,Devbhumi Dwarka,Gujarat,22.250489,68.980147,"approximate (area: Dwarka, Devbhumi Dwarka)"
S688,Gokeshwar Mahadev temple,Lowrali,Devbhumi Dwarka,Gujarat,22.173908,69.092028,approximate (name matched in Gujarat)
S690,Durvasa Rishi's Ashram,Pindara,Devbhumi Dwarka,Gujarat,22.2645,69.252753,approximate (name matched in Gujarat)
S691,Guhaditya temple,Varvala,Devbhumi Dwarka,Gujarat,22.301011,68.986963,approximate (name matched in Gujarat)
S692,Junagadhi (Jain) Temple,Vasai,Devbhumi Dwarka,Gujarat,22.31798,68.999095,approximate (name matched in Gujarat)
S693,Kankeshvara Mahadeva temple & shrines,Vasai,Devbhumi Dwarka,Gujarat,22.318386,68.997367,approximate (name matched in Gujarat)
S694,Ranchhod Rayaji Temple,Mul Dwarka,Gir Somnath,Gujarat,20.929818,70.762758,"approximate (district: Gir Somnath, Gujarat)"
S695,Gop (Sun) Temple,Zinavari,Jamnagar,Gujarat,22.029595,69.929233,"approximate (area: Zinavari, Jamnagar)"
S696,Ancient Mound,Intwa,Junagadh,Gujarat,21.551455,70.491369,exact
S698,"Baba Pyare, Khapra Kodia caves",Junagadh,Junagadh,Gujarat,21.522042,70.458246,"approximate (area: Junagadh, Junagadh)"
S699,Buddhistic Cave,Junagadh,Junagadh,Gujarat,21.522042,70.458246,"approximate (area: Junagadh, Junagadh)"
S700,Jami Masjid,Mangrol,Junagadh,Gujarat,22.485847,73.537423,approximate (name matched in Gujarat)
S701,Rahimat Masjid (Bibi Masjid),Mangrol,Junagadh,Gujarat,21.124151,70.11992,"approximate (area: Mangrol, Junagadh)"
S702,Raveli Masjid,Mangrol,Junagadh,Gujarat,21.124151,70.11992,"approximate (area: Mangrol, Junagadh)"
S703,Tomb of Rao Lakha Chhatri,Bhuj,Kachchh,Gujarat,23.247245,69.668339,"approximate (area: Bhuj, Kachchh)"
S704,Ancient Site (Kotada),Dholavira,Kachchh,Gujarat,23.875011,70.217959,"approximate (area: Dholavira, Kachchh)"
S705,Archaeological Ancient Site and Remains,Juni Kuran,Kachchh,Gujarat,23.944213,69.754021,"approximate (area: Juni Kuran, Kachchh)"
S706,Siva temple,Kotai,Kachchh,Gujarat,23.583333,70,"approximate (district: Kachchh, Gujarat)"
S707,Excavated Site,Surkotada,Kachchh,Gujarat,22.490392,73.529144,approximate (name matched in Gujarat)
S708,Darbargadh,Halvad,Morbi,Gujarat,22.817825,70.84118,exact
S709,Old Parsvanath temple,Miyani,Porbandar,Gujarat,21.839744,69.383393,"approximate (area: Miyani, Porbandar)"
S710,House where Mahatma Gandhi was born,Porbandar,Porbandar,Gujarat,21.6409,69.611,"approximate (area: Porbandar, Porbandar)"
S711,Dhank Caves,Dhank,Rajkot,Gujarat,21.774757,70.131515,"approximate (area: Dhank, Rajkot)"
S712,Ananteshwara temple,Bhadia Anandpur,Surendranagar,Gujarat,22.224585,71.168065,exact
S713,Ancient Mound,Rangpur,Surendranagar,Gujarat,21.551455,70.491369,approximate (name matched in Gujarat)
S714,Navlakha temple,Sejakpur,Surendranagar,Gujarat,22.457736,71.413465,exact
S715,Ancient Site/Mound in village,Sejakpur,Surendranagar,Gujarat,22.825139,71.620974,"approximate (district: Surendranagar, Gujarat)"
S716,Sun Temple,Thangadh,Surendranagar,Gujarat,20.901558,70.426961,approximate (name matched in Gujarat)
S717,Rana Dev's Temple,Wadhwan,Surendranagar,Gujarat,22.702801,71.672393,"approximate (area: Wadhwan, Surendranagar)"
S718,Ancient Quarry Site I,Dholavira,Kachchh,Gujarat,23.875011,70.217959,"approximate (area: Dholavira, Kachchh)"
S719,Ancient Quarry Site II,Dholavira,Kachchh,Gujarat,23.875011,70.217959,"approximate (area: Dholavira, Kachchh)"
