image_id,entity_type,entity_id,image_path,image_description
IMG738,structure,ST368,images/structures/ST368_Sainiki_Masjid/img3.jpg,structure image
IMG739,structure,ST369,images/structures/ST369_Vandra_Masjid/img1.jpg,structure image
IMG740,structure,ST369,images/structures/ST369_Vandra_Masjid/img2.jpg,structure image
IMG741,structure,ST369,images/structures/ST369_Vandra_Masjid/img3.jpg,structure image
IMG742,structure,ST370,images/structures/ST370_Maqbara_Mandvi/img1.jpg,structure image
IMG743,structure,ST370,images/structures/ST370_Maqbara_Mandvi/img2.jpg,structure image
IMG744,structure,ST370,images/structures/ST370_Maqbara_Mandvi/img3.jpg,structure image
IMG745,structure,ST371,images/structures/ST371_Maqbara_Near_Kamani_Masjid/img1.jpg,structure image
IMG746,structure,ST371,images/structures/ST371_Maqbara_Near_Kamani_Masjid/img2.jpg,structure image
IMG747,structure,ST371,images/structures/ST371_Maqbara_Near_Kamani_Masjid/img3.jpg,structure image
IMG748,structure,ST372,images/structures/ST372_Underground_Water_Channel_from_Bandh_to_Kasbin_Talao/img1.jpg,structure image
IMG749,structure,ST372,images/structures/ST372_Underground_Water_Channel_from_Bandh_to_Kasbin_Talao/img2.jpg,structure image
IMG750,structure,ST372,images/structures/ST372_Underground_Water_Channel_from_Bandh_to_Kasbin_Talao/img3.jpg,structure image
IMG751,structure,ST373,images/structures/ST373_Underground_Water_Channel_from_Navlakhi_Talav_to_Jamuna_Kund/img1.jpg,structure image
IMG752,structure,ST373,images/structures/ST373_Underground_Water_Channel_from_Navlakhi_Talav_to_Jamuna_Kund/img2.jpg,structure image
IMG753,structure,ST373,images/structures/ST373_Underground_Water_Channel_from_Navlakhi_Talav_to_Jamuna_Kund/img3.jpg,structure image
IMG754,structure,ST374,images/structures/ST374_Stone_Bridge/img1.jpg,structure image
IMG755,structure,ST374,images/structures/ST374_Stone_Bridge/img2.jpg,structure image
IMG756,structure,ST374,images/structures/ST374_Stone_Bridge/img3.jpg,structure image
IMG757,structure,ST375,images/structures/ST375_Barrack_on_Sariya_Vakhariya/img1.jpg,structure image
IMG758,structure,ST375,images/structures/ST375_Barrack_on_Sariya_Vakhariya/img2.jpg,structure image
IMG759,structure,ST375,images/structures/ST375_Barrack_on_Sariya_Vakhariya/img3.jpg,structure image
IMG760,structure,ST376,images/structures/ST376_Malik_Sandal_Ni_Vav/img1.jpg,structure image
IMG761,structure,ST376,images/structures/ST376_Malik_Sandal_Ni_Vav/img2.jpg,structure image
IMG762,structure,ST376,images/structures/ST376_Malik_Sandal_Ni_Vav/img3.jpg,structure image
IMG763,structure,ST377,images/structures/ST377_Sindh_Mata_Ni_Vav/img1.jpg,structure image
IMG764,structure,ST377,images/structures/ST377_Sindh_Mata_Ni_Vav/img2.jpg,structure image
IMG765,structure,ST377,images/structures/ST377_Sindh_Mata_Ni_Vav/img3.jpg,structure image
IMG766,structure,ST378,images/structures/ST378_Chandralekha_(Surajkala)_Vav/img1.jpg,structure image
IMG767,structure,ST378,images/structures/ST378_Chandralekha_(Surajkala)_Vav/img2.jpg,structure image
IMG768,structure,ST378,images/structures/ST378_Chandralekha_(Surajkala)_Vav/img3.jpg,structure image
IMG769,structure,ST379,images/structures/ST379_Amther_Mata_Temple_&_Small_Temples/img1.jpg,structure image
IMG770,structure,ST379,images/structures/ST379_Amther_Mata_Temple_&_Small_Temples/img2.jpg,structure image
IMG771,structure,ST379,images/structures/ST379_Amther_Mata_Temple_&_Small_Temples/img3.jpg,structure image
IMG772,structure,ST380,images/structures/ST380_Vav/img1.jpg,structure image
IMG773,structure,ST380,images/structures/ST380_Vav/img2.jpg,structure image
IMG774,structure,ST380,images/structures/ST380_Vav/img3.jpg,structure image
IMG775,structure,ST381,images/structures/ST381_Hawa_Mahal/img1.jpg,structure image
IMG776,structure,ST381,images/structures/ST381_Hawa_Mahal/img2.jpg,structure image
IMG777,structure,ST381,images/structures/ST381_Hawa_Mahal/img3.jpg,structure image
IMG778,structure,ST382,images/structures/ST382_Khan_Sarovar/img1.jpg,structure image
IMG779,structure,ST382,images/structures/ST382_Khan_Sarovar/img2.jpg,structure image
IMG780,structure,ST382,images/structures/ST382_Khan_Sarovar/img3.jpg,structure image
IMG781,structure,ST383,images/structures/ST383_Shakti_Kund/img1.jpg,structure image
IMG782,structure,ST383,images/structures/ST383_Shakti_Kund/img2.jpg,structure image
IMG783,structure,ST383,images/structures/ST383_Shakti_Kund/img3.jpg,structure image
IMG784,structure,ST384,images/structures/ST384_Amba_Mata_Temple/img1.jpg,structure image
IMG785,structure,ST384,images/structures/ST384_Amba_Mata_Temple/img2.jpg,structure image
IMG786,structure,ST384,images/structures/ST384_Amba_Mata_Temple/img3.jpg,structure image
IMG787,structure,ST385,images/structures/ST385_Shitala_Mata_Temple/img1.jpg,structure image
IMG788,structure,ST385,images/structures/ST385_Shitala_Mata_Temple/img2.jpg,structure image
IMG789,structure,ST385,images/structures/ST385_Shitala_Mata_Temple/img3.jpg,structure image
IMG790,structure,ST386,images/structures/ST386_Nagfani_Mata_Mandir_(with_idol)/img1.jpg,structure image
IMG791,structure,ST386,images/structures/ST386_Nagfani_Mata_Mandir_(with_idol)/img2.jpg,structure image
IMG792,structure,ST386,images/structures/ST386_Nagfani_Mata_Mandir_(with_idol)/img3.jpg,structure image
IMG793,structure,ST387,images/structures/ST387_Shitala_Mata_Temple/img1.jpg,structure image
IMG794,structure,ST387,images/structures/ST387_Shitala_Mata_Temple/img2.jpg,structure image
IMG795,structure,ST387,images/structures/ST387_Shitala_Mata_Temple/img3.jpg,structure image
IMG796,structure,ST388,images/structures/ST388_Vav/img1.jpg,structure image
IMG797,structure,ST388,images/structures/ST388_Vav/img2.jpg,structure image
IMG798,structure,ST388,images/structures/ST388_Vav/img3.jpg,structure image
IMG799,structure,ST389,images/structures/ST389_Fatipal_Gates/img1.jpg,structure image
IMG800,structure,ST389,images/structures/ST389_Fatipal_Gates/img2.jpg,structure image
IMG801,structure,ST389,images/structures/ST389_Fatipal_Gates/img3.jpg,structure image
IMG802,structure,ST390,images/structures/ST390_Chhindia_Gates/img1.jpg,structure image
IMG803,structure,ST390,images/structures/ST390_Chhindia_Gates/img2.jpg,structure image
IMG804,structure,ST390,images/structures/ST390_Chhindia_Gates/img3.jpg,structure image
IMG805,structure,ST391,images/structures/ST391_Bagwada_Gates/img1.jpg,structure image
IMG806,structure,ST391,images/structures/ST391_Bagwada_Gates/img2.jpg,structure image
IMG807,structure,ST391,images/structures/ST391_Bagwada_Gates/img3.jpg,structure image
IMG808,structure,ST392,images/structures/ST392_Agara_Gates/img1.jpg,structure image
IMG809,structure,ST392,images/structures/ST392_Agara_Gates/img2.jpg,structure image
IMG810,structure,ST392,images/structures/ST392_Agara_Gates/img3.jpg,structure image
IMG811,structure,ST393,images/structures/ST393_Tripolia_Gate_(Tran_Darwaja)/img1.jpg,structure image
IMG812,structure,ST393,images/structures/ST393_Tripolia_Gate_(Tran_Darwaja)/img2.jpg,structure image
IMG813,structure,ST393,images/structures/ST393_Tripolia_Gate_(Tran_Darwaja)/img3.jpg,structure image
IMG814,structure,ST394,images/structures/ST394_Rajgadhi_Timbo/img1.jpg,structure image
IMG815,structure,ST394,images/structures/ST394_Rajgadhi_Timbo/img2.jpg,structure image
IMG816,structure,ST394,images/structures/ST394_Rajgadhi_Timbo/img3.jpg,structure image
IMG817,structure,ST395,images/structures/ST395_Shail_Gufo_(Khambhalida_Caves)/img1.jpg,structure image
IMG818,structure,ST395,images/structures/ST395_Shail_Gufo_(Khambhalida_Caves)/img2.jpg,structure image
IMG819,structure,ST395,images/structures/ST395_Shail_Gufo_(Khambhalida_Caves)/img3.jpg,structure image
IMG820,structure,ST396,images/structures/ST396_Minadevi_Vav/img1.jpg,structure image
IMG821,structure,ST396,images/structures/ST396_Minadevi_Vav/img2.jpg,structure image
IMG822,structure,ST396,images/structures/ST396_Minadevi_Vav/img3.jpg,structure image
IMG823,structure,ST399,images/structures/ST399_Caves/img1.jpg,structure image
IMG824,structure,ST399,images/structures/ST399_Caves/img2.jpg,structure image
IMG825,structure,ST399,images/structures/ST399_Caves/img3.jpg,structure image
IMG826,structure,ST400,images/structures/ST400_Vav_(Gelmata_Vav)/img1.jpg,structure image
IMG827,structure,ST400,images/structures/ST400_Vav_(Gelmata_Vav)/img2.jpg,structure image
IMG828,structure,ST400,images/structures/ST400_Vav_(Gelmata_Vav)/img3.jpg,structure image
IMG829,structure,ST401,images/structures/ST401_Sankleshwar_Mahadev/img1.jpg,structure image
IMG830,structure,ST401,images/structures/ST401_Sankleshwar_Mahadev/img2.jpg,structure image
IMG831,structure,ST401,images/structures/ST401_Sankleshwar_Mahadev/img3.jpg,structure image
IMG832,structure,ST402,images/structures/ST402_Old_Darbargadh/img1.jpg,structure image
IMG833,structure,ST402,images/structures/ST402_Old_Darbargadh/img2.jpg,structure image
IMG834,structure,ST402,images/structures/ST402_Old_Darbargadh/img3.jpg,structure image
IMG835,structure,ST403,images/structures/ST403_Temples/img1.jpg,structure image
IMG836,structure,ST403,images/structures/ST403_Temples/img2.jpg,structure image
IMG837,structure,ST403,images/structures/ST403_Temples/img3.jpg,structure image
IMG838,structure,ST404,images/structures/ST404_Kuber_Vav/img1.jpg,structure image
IMG839,structure,ST404,images/structures/ST404_Kuber_Vav/img2.jpg,structure image
IMG840,structure,ST404,images/structures/ST404_Kuber_Vav/img3.jpg,structure image
IMG841,structure,ST405,images/structures/ST405_Darbargadh_No_Tamrapatro/img1.jpg,structure image
IMG842,structure,ST405,images/structures/ST405_Darbargadh_No_Tamrapatro/img2.jpg,structure image
IMG843,structure,ST405,images/structures/ST405_Darbargadh_No_Tamrapatro/img3.jpg,structure image
IMG844,structure,ST406,images/structures/ST406_Mound_Dolidhar/img1.jpg,structure image
IMG845,structure,ST406,images/structures/ST406_Mound_Dolidhar/img2.jpg,structure image
IMG846,structure,ST406,images/structures/ST406_Mound_Dolidhar/img3.jpg,structure image
IMG847,structure,ST408,images/structures/ST408_Ancient_Vav/img1.jpg,structure image
IMG848,structure,ST408,images/structures/ST408_Ancient_Vav/img2.jpg,structure image
IMG849,structure,ST408,images/structures/ST408_Ancient_Vav/img3.jpg,structure image
IMG850,structure,ST409,images/structures/ST409_Jam_Tower/img1.jpg,structure image
IMG851,structure,ST409,images/structures/ST409_Jam_Tower/img2.jpg,structure image
IMG852,structure,ST409,images/structures/ST409_Jam_Tower/img3.jpg,structure image
IMG853,structure,ST410,images/structures/ST410_Ancient_Talav/img1.jpg,structure image
IMG854,structure,ST410,images/structures/ST410_Ancient_Talav/img2.jpg,structure image
IMG855,structure,ST410,images/structures/ST410_Ancient_Talav/img3.jpg,structure image
IMG856,structure,ST411,images/structures/ST411_Vidyadhar_Vav/img1.jpg,structure image
IMG857,structure,ST411,images/structures/ST411_Vidyadhar_Vav/img2.jpg,structure image
IMG858,structure,ST411,images/structures/ST411_Vidyadhar_Vav/img3.jpg,structure image
IMG859,structure,ST412,images/structures/ST412_Surya_Narayan_Temple/img1.jpg,structure image
IMG860,structure,ST412,images/structures/ST412_Surya_Narayan_Temple/img2.jpg,structure image
IMG861,structure,ST412,images/structures/ST412_Surya_Narayan_Temple/img3.jpg,structure image
IMG862,structure,ST413,images/structures/ST413_Ranmukteshwar_Temple/img1.jpg,structure image
IMG863,structure,ST413,images/structures/ST413_Ranmukteshwar_Temple/img2.jpg,structure image
IMG864,structure,ST413,images/structures/ST413_Ranmukteshwar_Temple/img3.jpg,structure image
IMG865,structure,ST414,images/structures/ST414_Kund/img1.jpg,structure image
IMG866,structure,ST414,images/structures/ST414_Kund/img2.jpg,structure image
IMG867,structure,ST414,images/structures/ST414_Kund/img3.jpg,structure image
IMG868,structure,ST415,images/structures/ST415_Vav/img1.jpg,structure image
IMG869,structure,ST415,images/structures/ST415_Vav/img2.jpg,structure image
IMG870,structure,ST415,images/structures/ST415_Vav/img3.jpg,structure image
IMG871,structure,ST416,images/structures/ST416_Rannmalchoki/img1.jpg,structure image
IMG872,structure,ST416,images/structures/ST416_Rannmalchoki/img2.jpg,structure image
IMG873,structure,ST416,images/structures/ST416_Rannmalchoki/img3.jpg,structure image
IMG874,structure,ST417,images/structures/ST417_Vav/img1.jpg,structure image
IMG875,structure,ST417,images/structures/ST417_Vav/img2.jpg,structure image
IMG876,structure,ST417,images/structures/ST417_Vav/img3.jpg,structure image
IMG877,structure,ST418,images/structures/ST418_Ancient_Temple/img1.jpg,structure image
IMG878,structure,ST418,images/structures/ST418_Ancient_Temple/img2.jpg,structure image
IMG879,structure,ST418,images/structures/ST418_Ancient_Temple/img3.jpg,structure image
IMG880,structure,ST419,images/structures/ST419_Ancient_stepwell_(vav)/img1.jpg,structure image
IMG881,structure,ST419,images/structures/ST419_Ancient_stepwell_(vav)/img2.jpg,structure image
IMG882,structure,ST419,images/structures/ST419_Ancient_stepwell_(vav)/img3.jpg,structure image
IMG883,structure,ST420,images/structures/ST420_Kund/img1.jpg,structure image
IMG884,structure,ST420,images/structures/ST420_Kund/img2.jpg,structure image
IMG885,structure,ST420,images/structures/ST420_Kund/img3.jpg,structure image
IMG886,structure,ST421,images/structures/ST421_Ancient_Temple/img1.jpg,structure image
IMG887,structure,ST421,images/structures/ST421_Ancient_Temple/img2.jpg,structure image
IMG888,structure,ST421,images/structures/ST421_Ancient_Temple/img3.jpg,structure image
IMG889,structure,ST422,images/structures/ST422_Mahadev_Temple/img1.jpg,structure image
IMG890,structure,ST422,images/structures/ST422_Mahadev_Temple/img2.jpg,structure image
IMG891,structure,ST422,images/structures/ST422_Mahadev_Temple/img3.jpg,structure image
IMG892,structure,ST423,images/structures/ST423_Shiva_Temple/img1.jpg,structure image
IMG893,structure,ST423,images/structures/ST423_Shiva_Temple/img2.jpg,structure image
IMG894,structure,ST423,images/structures/ST423_Shiva_Temple/img3.jpg,structure image
IMG895,structure,ST424,images/structures/ST424_Brahma_Vav/img1.jpg,structure image
IMG896,structure,ST424,images/structures/ST424_Brahma_Vav/img2.jpg,structure image
IMG897,structure,ST424,images/structures/ST424_Brahma_Vav/img3.jpg,structure image
IMG898,structure,ST425,images/structures/ST425_Temple_No_1/img1.jpg,structure image
IMG899,structure,ST425,images/structures/ST425_Temple_No_1/img2.jpg,structure image
IMG900,structure,ST425,images/structures/ST425_Temple_No_1/img3.jpg,structure image
IMG901,structure,ST426,images/structures/ST426_Temple_No_2/img1.jpg,structure image
IMG902,structure,ST426,images/structures/ST426_Temple_No_2/img2.jpg,structure image
IMG903,structure,ST426,images/structures/ST426_Temple_No_2/img3.jpg,structure image
IMG904,structure,ST427,images/structures/ST427_Temple_No_3/img1.jpg,structure image
IMG905,structure,ST427,images/structures/ST427_Temple_No_3/img2.jpg,structure image
IMG906,structure,ST427,images/structures/ST427_Temple_No_3/img3.jpg,structure image
IMG907,structure,ST428,images/structures/ST428_Temple_No_4/img1.jpg,structure image
IMG908,structure,ST428,images/structures/ST428_Temple_No_4/img2.jpg,structure image
IMG909,structure,ST428,images/structures/ST428_Temple_No_4/img3.jpg,structure image
IMG910,structure,ST429,images/structures/ST429_Temple_No_5/img1.jpg,structure image
IMG911,structure,ST429,images/structures/ST429_Temple_No_5/img2.jpg,structure image
IMG912,structure,ST429,images/structures/ST429_Temple_No_5/img3.jpg,structure image
IMG913,structure,ST430,images/structures/ST430_Gopnath_Mahadev_Shiv_Panchayatan_Temple/img1.jpg,structure image
IMG914,structure,ST430,images/structures/ST430_Gopnath_Mahadev_Shiv_Panchayatan_Temple/img2.jpg,structure image
IMG915,structure,ST430,images/structures/ST430_Gopnath_Mahadev_Shiv_Panchayatan_Temple/img3.jpg,structure image
IMG916,structure,ST431,images/structures/ST431_Shiva_Temple/img1.jpg,structure image
IMG917,structure,ST431,images/structures/ST431_Shiva_Temple/img2.jpg,structure image
IMG918,structure,ST431,images/structures/ST431_Shiva_Temple/img3.jpg,structure image
IMG919,structure,ST432,images/structures/ST432_Nilkanth_Mahadev_Temple/img1.jpg,structure image
IMG920,structure,ST432,images/structures/ST432_Nilkanth_Mahadev_Temple/img2.jpg,structure image
IMG921,structure,ST432,images/structures/ST432_Nilkanth_Mahadev_Temple/img3.jpg,structure image
IMG922,structure,ST433,images/structures/ST433_Ruins/img1.jpg,structure image
IMG923,structure,ST433,images/structures/ST433_Ruins/img2.jpg,structure image
IMG924,structure,ST433,images/structures/ST433_Ruins/img3.jpg,structure image
IMG925,structure,ST434,images/structures/ST434_Mahakali_Temple/img1.jpg,structure image
IMG926,structure,ST434,images/structures/ST434_Mahakali_Temple/img2.jpg,structure image
IMG927,structure,ST434,images/structures/ST434_Mahakali_Temple/img3.jpg,structure image
IMG928,structure,ST435,images/structures/ST435_Mahadev_Temple/img1.jpg,structure image
IMG929,structure,ST435,images/structures/ST435_Mahadev_Temple/img2.jpg,structure image
IMG930,structure,ST435,images/structures/ST435_Mahadev_Temple/img3.jpg,structure image
IMG931,structure,ST436,images/structures/ST436_Hanumanji_Temple/img1.jpg,structure image
IMG932,structure,ST436,images/structures/ST436_Hanumanji_Temple/img2.jpg,structure image
IMG933,structure,ST436,images/structures/ST436_Hanumanji_Temple/img3.jpg,structure image
IMG934,structure,ST437,images/structures/ST437_Shiva_Panchayatan_Temple/img1.jpg,structure image
IMG935,structure,ST437,images/structures/ST437_Shiva_Panchayatan_Temple/img2.jpg,structure image
IMG936,structure,ST437,images/structures/ST437_Shiva_Panchayatan_Temple/img3.jpg,structure image
IMG937,structure,ST438,images/structures/ST438_Shobhayada_Shiva_Temple/img1.jpg,structure image
IMG938,structure,ST438,images/structures/ST438_Shobhayada_Shiva_Temple/img2.jpg,structure image
IMG939,structure,ST438,images/structures/ST438_Shobhayada_Shiva_Temple/img3.jpg,structure image
IMG940,structure,ST439,images/structures/ST439_Ancient_Temple/img1.jpg,structure image
IMG941,structure,ST439,images/structures/ST439_Ancient_Temple/img2.jpg,structure image
IMG942,structure,ST439,images/structures/ST439_Ancient_Temple/img3.jpg,structure image
IMG943,structure,ST440,images/structures/ST440_Vav/img1.jpg,structure image
IMG944,structure,ST440,images/structures/ST440_Vav/img2.jpg,structure image
IMG945,structure,ST440,images/structures/ST440_Vav/img3.jpg,structure image
IMG946,structure,ST441,images/structures/ST441_Harishchandra_ni_Chori/img1.jpg,structure image
IMG947,structure,ST441,images/structures/ST441_Harishchandra_ni_Chori/img2.jpg,structure image
IMG948,structure,ST441,images/structures/ST441_Harishchandra_ni_Chori/img3.jpg,structure image
IMG949,structure,ST442,images/structures/ST442_Pagathiyavali_Vav_(Stepwell)/img1.jpg,structure image
IMG950,structure,ST442,images/structures/ST442_Pagathiyavali_Vav_(Stepwell)/img2.jpg,structure image
IMG951,structure,ST442,images/structures/ST442_Pagathiyavali_Vav_(Stepwell)/img3.jpg,structure image
IMG952,structure,ST443,images/structures/ST443_Vanzari_Vav/img1.jpg,structure image
IMG953,structure,ST443,images/structures/ST443_Vanzari_Vav/img2.jpg,structure image
IMG954,structure,ST443,images/structures/ST443_Vanzari_Vav/img3.jpg,structure image
IMG955,structure,ST444,images/structures/ST444_Temple_with_Kund/img1.jpg,structure image
IMG956,structure,ST444,images/structures/ST444_Temple_with_Kund/img2.jpg,structure image
IMG957,structure,ST444,images/structures/ST444_Temple_with_Kund/img3.jpg,structure image
IMG958,structure,ST445,images/structures/ST445_Jain_Temple_No1/img1.jpg,structure image
IMG959,structure,ST445,images/structures/ST445_Jain_Temple_No1/img2.jpg,structure image
IMG960,structure,ST445,images/structures/ST445_Jain_Temple_No1/img3.jpg,structure image
IMG961,structure,ST446,images/structures/ST446_Jain_Temple_No2/img1.jpg,structure image
IMG962,structure,ST446,images/structures/ST446_Jain_Temple_No2/img2.jpg,structure image
IMG963,structure,ST446,images/structures/ST446_Jain_Temple_No2/img3.jpg,structure image
IMG964,structure,ST447,images/structures/ST447_Jain_Temple_No3/img1.jpg,structure image
IMG965,structure,ST447,images/structures/ST447_Jain_Temple_No3/img2.jpg,structure image
IMG966,structure,ST447,images/structures/ST447_Jain_Temple_No3/img3.jpg,structure image
IMG967,structure,ST448,images/structures/ST448_Sharaneshwar_Temple/img1.jpg,structure image
IMG968,structure,ST448,images/structures/ST448_Sharaneshwar_Temple/img2.jpg,structure image
IMG969,structure,ST448,images/structures/ST448_Sharaneshwar_Temple/img3.jpg,structure image
IMG970,structure,ST449,images/structures/ST449_Shivashakti_Temple/img1.jpg,structure image
IMG971,structure,ST449,images/structures/ST449_Shivashakti_Temple/img2.jpg,structure image
IMG972,structure,ST449,images/structures/ST449_Shivashakti_Temple/img3.jpg,structure image
IMG973,structure,ST450,images/structures/ST450_Jain_Temple_No1/img1.jpg,structure image
IMG974,structure,ST450,images/structures/ST450_Jain_Temple_No1/img2.jpg,structure image
IMG975,structure,ST450,images/structures/ST450_Jain_Temple_No1/img3.jpg,structure image
IMG976,structure,ST451,images/structures/ST451_Jain_Temple_No2/img1.jpg,structure image
IMG977,structure,ST451,images/structures/ST451_Jain_Temple_No2/img2.jpg,structure image
IMG978,structure,ST451,images/structures/ST451_Jain_Temple_No2/img3.jpg,structure image
IMG979,structure,ST452,images/structures/ST452_Jain_Temple_No3/img1.jpg,structure image
IMG980,structure,ST452,images/structures/ST452_Jain_Temple_No3/img2.jpg,structure image
IMG981,structure,ST452,images/structures/ST452_Jain_Temple_No3/img3.jpg,structure image
IMG982,structure,ST453,images/structures/ST453_Jain_Temple_No4/img1.jpg,structure image
IMG983,structure,ST453,images/structures/ST453_Jain_Temple_No4/img2.jpg,structure image
IMG984,structure,ST453,images/structures/ST453_Jain_Temple_No4/img3.jpg,structure image
IMG985,structure,ST454,images/structures/ST454_Shakti_Temple/img1.jpg,structure image
IMG986,structure,ST454,images/structures/ST454_Shakti_Temple/img2.jpg,structure image
IMG987,structure,ST454,images/structures/ST454_Shakti_Temple/img3.jpg,structure image
IMG988,structure,ST455,images/structures/ST455_Shiva_Temple/img1.jpg,structure image
IMG989,structure,ST455,images/structures/ST455_Shiva_Temple/img2.jpg,structure image
IMG990,structure,ST455,images/structures/ST455_Shiva_Temple/img3.jpg,structure image
IMG991,structure,ST456,images/structures/ST456_Shiva_Panchayatan_Temple_No1/img1.jpg,structure image
IMG992,structure,ST456,images/structures/ST456_Shiva_Panchayatan_Temple_No1/img2.jpg,structure image
IMG993,structure,ST456,images/structures/ST456_Shiva_Panchayatan_Temple_No1/img3.jpg,structure image
IMG994,structure,ST457,images/structures/ST457_Shiva_Panchayatan_Temple_No2/img1.jpg,structure image
IMG995,structure,ST457,images/structures/ST457_Shiva_Panchayatan_Temple_No2/img2.jpg,structure image
IMG996,structure,ST457,images/structures/ST457_Shiva_Panchayatan_Temple_No2/img3.jpg,structure image
IMG997,structure,ST458,images/structures/ST458_Vav_(Stepwell)/img1.jpg,structure image
IMG998,structure,ST458,images/structures/ST458_Vav_(Stepwell)/img2.jpg,structure image
IMG999,structure,ST458,images/structures/ST458_Vav_(Stepwell)/img3.jpg,structure image
IMG1000,structure,ST459,images/structures/ST459_Nagrani_Vav_(Stepwell)/img1.jpg,structure image
IMG1001,structure,ST459,images/structures/ST459_Nagrani_Vav_(Stepwell)/img2.jpg,structure image
IMG1002,structure,ST459,images/structures/ST459_Nagrani_Vav_(Stepwell)/img3.jpg,structure image
IMG1003,structure,ST460,images/structures/ST460_Santhaleshwar_Mahadev_Temple/img1.jpg,structure image
IMG1004,structure,ST460,images/structures/ST460_Santhaleshwar_Mahadev_Temple/img2.jpg,structure image
IMG1005,structure,ST460,images/structures/ST460_Santhaleshwar_Mahadev_Temple/img3.jpg,structure image
IMG1006,structure,ST461,images/structures/ST461_Chaumukh_Mahadev_Temple/img1.jpg,structure image
IMG1007,structure,ST461,images/structures/ST461_Chaumukh_Mahadev_Temple/img2.jpg,structure image
IMG1008,structure,ST461,images/structures/ST461_Chaumukh_Mahadev_Temple/img3.jpg,structure image
IMG1009,structure,ST462,images/structures/ST462_Neminath_Jain_Temple_with_three_inscriptions/img1.jpg,structure image
IMG1010,structure,ST462,images/structures/ST462_Neminath_Jain_Temple_with_three_inscriptions/img2.jpg,structure image
IMG1011,structure,ST462,images/structures/ST462_Neminath_Jain_Temple_with_three_inscriptions/img3.jpg,structure image
IMG1012,structure,ST463,images/structures/ST463_Vastupal_Jain_Temple_with_six_inscriptions/img1.jpg,structure image
IMG1013,structure,ST463,images/structures/ST463_Vastupal_Jain_Temple_with_six_inscriptions/img2.jpg,structure image
IMG1014,structure,ST463,images/structures/ST463_Vastupal_Jain_Temple_with_six_inscriptions/img3.jpg,structure image
IMG1015,structure,ST464,images/structures/ST464_Virji_Vora_ni_Vav/img1.jpg,structure image
IMG1016,structure,ST464,images/structures/ST464_Virji_Vora_ni_Vav/img2.jpg,structure image
IMG1017,structure,ST464,images/structures/ST464_Virji_Vora_ni_Vav/img3.jpg,structure image
IMG1018,structure,ST515,images/structures/ST515_Achyut_Bibi's_Masjid_&_Tomb/img1.jpg,structure image
IMG1019,structure,ST515,images/structures/ST515_Achyut_Bibi's_Masjid_&_Tomb/img2.jpg,structure image
IMG1020,structure,ST515,images/structures/ST515_Achyut_Bibi's_Masjid_&_Tomb/img3.jpg,structure image
IMG1021,structure,ST516,images/structures/ST516_Ahmad_Shah's_Tomb/img1.jpg,structure image
IMG1022,structure,ST516,images/structures/ST516_Ahmad_Shah's_Tomb/img2.jpg,structure image
IMG1023,structure,ST516,images/structures/ST516_Ahmad_Shah's_Tomb/img3.jpg,structure image
IMG1024,structure,ST517,images/structures/ST517_Ahmed_Shah's_Mosque/img1.jpg,structure image
IMG1025,structure,ST517,images/structures/ST517_Ahmed_Shah's_Mosque/img2.jpg,structure image
IMG1026,structure,ST517,images/structures/ST517_Ahmed_Shah's_Mosque/img3.jpg,structure image
IMG1027,structure,ST518,images/structures/ST518_Astodia_Gate/img1.jpg,structure image
IMG1028,structure,ST518,images/structures/ST518_Astodia_Gate/img2.jpg,structure image
IMG1029,structure,ST518,images/structures/ST518_Astodia_Gate/img3.jpg,structure image
IMG1030,structure,ST519,images/structures/ST519_Baba_Lalui's_Masjid/img1.jpg,structure image
IMG1031,structure,ST519,images/structures/ST519_Baba_Lalui's_Masjid/img2.jpg,structure image
IMG1032,structure,ST519,images/structures/ST519_Baba_Lalui's_Masjid/img3.jpg,structure image
IMG1033,structure,ST520,images/structures/ST520_Bhadra_Gate_beside_Bhadrakali_Temple/img1.jpg,structure image
IMG1034,structure,ST520,images/structures/ST520_Bhadra_Gate_beside_Bhadrakali_Temple/img2.jpg,structure image
IMG1035,structure,ST520,images/structures/ST520_Bhadra_Gate_beside_Bhadrakali_Temple/img3.jpg,structure image
IMG1036,structure,ST521,images/structures/ST521_Brick_Minars/img1.jpg,structure image
IMG1037,structure,ST521,images/structures/ST521_Brick_Minars/img2.jpg,structure image
IMG1038,structure,ST521,images/structures/ST521_Brick_Minars/img3.jpg,structure image
IMG1039,structure,ST522,images/structures/ST522_Dariya_Khan's_Tomb/img1.jpg,structure image
IMG1040,structure,ST522,images/structures/ST522_Dariya_Khan's_Tomb/img2.jpg,structure image
IMG1041,structure,ST522,images/structures/ST522_Dariya_Khan's_Tomb/img3.jpg,structure image
IMG1042,structure,ST523,images/structures/ST523_Dariya_Pur_Gate/img1.jpg,structure image
IMG1043,structure,ST523,images/structures/ST523_Dariya_Pur_Gate/img2.jpg,structure image
IMG1044,structure,ST523,images/structures/ST523_Dariya_Pur_Gate/img3.jpg,structure image
IMG1045,structure,ST524,images/structures/ST524_Dastur_Khan's_Masjid/img1.jpg,structure image
IMG1046,structure,ST524,images/structures/ST524_Dastur_Khan's_Masjid/img2.jpg,structure image
IMG1047,structure,ST524,images/structures/ST524_Dastur_Khan's_Masjid/img3.jpg,structure image
IMG1048,structure,ST525,images/structures/ST525_Delhi_Gate/img1.jpg,structure image
